cod_dane,elev_media,elev_min,pendiente_media,pendiente_min,pct_plano,flujo_acum_media,flujo_acum_max,agua_ocurrencia,twi_medio
13188,13.194057880876104,-9,1.7045779851902827,0.0,0.6446113997695406,16171.048272556052,1139948,29.362348698578067,6.445401227096236
13780,13.664759883284532,-19,1.7428062411287757,0.0,0.617529431139214,17881.84741983651,1141959,14.83909981973755,6.417403712882369
13430,26.605410542017687,-32,2.1122576625851437,0.0,0.5184020679548543,17022.462203651743,1178299,13.579754843527729,5.796550890068659
13212,51.6044260607318,-12,3.793643814081697,0.0,0.34812325281646533,11804.349970134614,1179011,2.3753077639998152,5.019718379927387
13894,48.56608155552025,3,3.6367302699575523,0.0,0.3698384045973677,7659.899138089579,1189207,2.604865708755857,5.044303603955749
13244,209.79447520913695,45,9.54783468955581,0.0,0.08007177246990851,38.07001483657938,3011,0.21136898806373874,3.6642870749213556
13654,268.82447102955354,42,10.625798437023173,0.0,0.05850734932315705,20.249193130955337,815,0.29298967787180763,3.422987070775536
13442,26.80040819528398,-10,3.310066006803142,0.0,0.4291343310545548,127.55028295755122,13735,7.101200055997257,5.312741170411256
13657,182.9484284779563,2,10.419118490986708,0.0,0.07623630627791517,116.77771505446053,1630,0.19506827857795433,3.5253350509778016
13248,89.23322920032362,2,6.511919810455749,0.0,0.20640959464201894,18467.509648736905,1207087,4.406176788503855,4.369596509296765
13433,43.51638544289237,-19,4.02490988164432,0.0,0.3749124137174302,109.90392852128807,7430,2.5062314240004473,4.977985785688796
13838,40.28690645339976,-11,3.473479091841949,0.0,0.3162892815059551,49.893710101516845,1845,3.3614636654278782,4.75281347941098
13062,44.000790033052006,1,3.522277542438345,0.0,0.3537327866475638,9.969570616794043,252,0.2668967294051283,4.647135257682034
13052,29.335190685542372,-20,2.745246371675528,0.0,0.4172507338552706,282.2448674331483,15090,4.741640296674876,5.180241839447655
13140,40.260932520948884,-4,4.502302194935446,0.0,0.40509234944300027,20313.644457276918,1209173,7.404775385130175,5.225177096849891
13760,7.0387356706831925,-12,1.3100027586474077,0.0,0.7195425787146795,244.03463739676894,5646,38.884225093576056,6.888750162893125
13620,8.443931878571563,-4,1.664917473819669,0.0,0.6204533522129344,175.36700384442065,4465,15.812941921901555,5.965363438243622
13836,101.28320379904038,5,5.05861440746182,0.0,0.15433975101757938,10.796172254565285,597,0.059267229746829825,4.0922414571648025
13647,60.844951931395606,-19,4.071632431171457,0.0,0.3293711617886358,12.949655875830086,237,1.3441402773334072,4.693291426633164
13873,157.03611999348962,45,7.732351593139804,0.0,0.07782996890572859,11.925141103293665,516,0.002765102409307657,3.6672567404434355
13683,58.72854871371441,6,4.267246534710531,0.0,0.24985524492861677,36.808346696398836,1155,0.05186191696953299,4.56490354491918
13222,92.13484147913876,30,5.768683330748572,0.0,0.1568842152255554,9.982199621029327,229,0.02010337538445174,3.990831240788166
13001,23.62997244295438,-22,3.601376126748056,0.0,0.316567440456313,30.113508290047434,2092,4.487991129659268,4.7076271106662855
13673,50.555775526797994,-33,4.90208533869573,0.0,0.3092876871262795,34.4706276970123,2397,2.445351496025668,4.523546776510628
15236,1887.270575811555,690,25.541672195341516,0.0,0.008087839345950969,122.63256887829434,11296,0.6455299991787266,2.445812670866082
15690,1046.7718151922563,360,25.208857981971068,0.0,0.006289947486270998,818.2021435032693,21267,0.04609439901932204,2.6559990089983385
15325,2213.7281871143173,1337,18.499317442256995,0.0,0.003776672955482806,35.56981749132638,2615,1.3254307894223925E-6,2.7812869825542728
15667,674.1934418606792,268,16.66091336438041,0.0,0.027071821478893247,499.9479456982042,23021,0.09497304625341339,3.106631934714753
15022,2121.9427941519516,1236,14.748864702154396,0.0,0.01757878894707134,340.9637216160699,10646,1.2476864639392289,3.2893453862238524
15761,1946.4847894972033,1249,17.259312303202634,0.0,0.009030137687565871,221.9166045297822,10046,0.04095806957315497,3.008065739751504
15778,1840.1044572869223,1236,17.52010398907485,0.0,0.0022344410630067723,227.50603747219049,6751,0.06811337132763735,2.9294412690806357
15322,1854.5956760803836,1314,16.432188255395403,0.0,0.004674541672585961,149.41092564474042,3126,4.459400687502225E-5,2.993641290013261
15425,1827.3667032108744,1033,20.645159478577998,0.0,0.03504732453135668,220.33482410926268,11303,3.3133626260491984,2.8563528771536677
15135,1357.4308627370824,518,22.50425304579638,0.0,0.00299635248170757,222.67486791163725,6045,0.009235319271074358,2.665699567930644
15798,1849.7796379680074,1291,14.922419348014284,0.0,0.003217101710938081,126.28490791236565,6696,0.0012330701124853055,3.102657285090237
